table,table_title,year,measure,description1,description2,description4,description5,description6,data_source,unit,jurisdiction,value
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1492
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2043
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,9465
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,7087
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2023-24,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2757
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1373
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3553
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2562
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2188
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1671
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2113
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,10969
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,9430
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2022-23,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Aust,2513
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NSW,1125
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Vic,3608
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Qld,2374
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,WA,2832
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,SA,1875
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,Tas,2491
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,ACT,6665
7A.35,"Real recurrent expenditure per finalisation: civil, 2024-25 dollars",2021-22,Real recurrent expenditure per finalisation,Real recurrent expenditure per finalisation: civil,Excluding payroll tax,,,,Derived from Australian state and territory court authorities and departments (unpublished); ABS Australian National Accounts: National Income Expenditure and Product,$,NT,5572
